Date,Time Frame,Estuary,Zone,Dissolved oxygen (% saturation),Salinity (psu),pH,Chlorophyll-a (ug/L),"Blue green algae (BGA, ug/L)",Turbidity (NTU),fDOM (RFU),Dissolved nitrogen (ug/L),Total nitrogen (ug/L),Dissolved phosphorus (ug/L),Total phosphorus (ug/L),"Nitrogen oxides (NOx, ug/L)","Ammonia (NH3, ug/L)","Phosphate (PO4 3-, ug/L"
18/08/2021,Post-fire,Wonboyn Lake,WBN 3,80,29.7,8,2.5,,0.1,,,,,,,,
18/08/2021,Post-fire,Wonboyn Lake,WBN 4,78,30,8,2.5,,0,,,,,,,,
21/09/2021,Post-fire,Wonboyn Lake,WBN1,100,14.6,7.8,2.5,,0.9,,70,100,0.5,10,15,6,1
21/09/2021,Post-fire,Wonboyn Lake,WBN2,89,16.8,7.8,2.5,,0.7,,,,,,,,
21/09/2021,Post-fire,Wonboyn Lake,WBN3,91,21.9,8,5.8,,0.2,,,,,,,,
21/09/2021,Post-fire,Wonboyn Lake,WBN4,95,21.9,8.1,2.5,,0.4,,,,,,,,
25/10/2021,Post-fire,Wonboyn Lake,WBN1,94,2.1,7,1,,11.3,,280,320,10,10,44,24,2
25/10/2021,Post-fire,Wonboyn Lake,WBN2,95,4.1,7.1,1,,11.7,,,,,,,,
25/10/2021,Post-fire,Wonboyn Lake,WBN3,99,20.3,7.9,1,,1.8,,,,,,,,
25/10/2021,Post-fire,Wonboyn Lake,WBN4,97,18.3,7.9,1,,4.6,,,,,,,,
15/11/2021,Post-fire,Wonboyn Lake,WBN1,94,0.5,6.6,1,,31.9,,490,690,0.5,30,120,10,2
15/11/2021,Post-fire,Wonboyn Lake,WBN2,93,0.8,6.6,1,,34.7,,,,,,,,
15/11/2021,Post-fire,Wonboyn Lake,WBN3,90,5.7,7.3,1,,33.2,,,,,,,,
15/11/2021,Post-fire,Wonboyn Lake,WBN4,94,6.9,7.3,1,,31.4,,,,,,,,
1/12/2021,Post-fire,Wonboyn Lake,WBN1,70,17.4,7.5,1,,0.6,,270,340,0.5,20,60,16,2
1/12/2021,Post-fire,Wonboyn Lake,WBN2,104,18.5,7.9,1,,0.3,,,,,,,,
1/12/2021,Post-fire,Wonboyn Lake,WBN3,118,16.4,8.1,1,,0.5,,,,,,,,
1/12/2021,Post-fire,Wonboyn Lake,WBN4,98,26.8,8.2,1,,0.5,,,,,,,,
19/01/2022,Post-fire,Wonboyn Lake,WBN1_19/1/22,87,0.9,6.8,0.33,,8,,195,236,2.5,7,22,85,3
19/01/2022,Post-fire,Wonboyn Lake,WBN2_19/1/22,81,1.6,7,0.71,,7.9,,,,,,,,
19/01/2022,Post-fire,Wonboyn Lake,WBN3_19/1/22,86,13.1,7.7,1.47,,2.6,,232,282,2.5,12,26,41,3
19/01/2022,Post-fire,Wonboyn Lake,WBN4_19/1/22,105,33.4,8,0.54,,0.8,,,,,,,,
14/02/2022,Post-fire,Wonboyn Lake,WBN1_14/2/22,99,21.4,7.6,5.8,,1.8,,171,180,2.5,2.5,34,2.5,2
14/02/2022,Post-fire,Wonboyn Lake,WBN2_14/2/22,95,23.1,7.7,2.7,,0.9,,,,,,,,
14/02/2022,Post-fire,Wonboyn Lake,WBN3_14/2/22,100,25.3,7.9,0.5,,0.2,,140,131,2.5,2.5,16,6,5
14/02/2022,Post-fire,Wonboyn Lake,WBN4_14/2/22,98,33.6,8,0.8,,0.5,,,,,,,,
4/04/2022,Post-fire,Wonboyn Lake,WBNA_4/4/22,67,0.1,6.1,1.2,,61.3,,563,634,13,53,108,16,4
4/04/2022,Post-fire,Wonboyn Lake,WBNB_4/4/22,89,0.1,6.2,0.5,,84.5,,807,866,19,82,147,40,7
12/04/2022,Post-fire,Wonboyn Lake,WBN1_12/4/22,93,0.1,6.5,1.2,,28.1,,400,390,16,30,116,37,7
12/04/2022,Post-fire,Wonboyn Lake,WBN2_12/4/22,91,0.3,6.5,0.25,,27.8,,,,,,,,
12/04/2022,Post-fire,Wonboyn Lake,WBN3_12/4/22,93,1.2,6.8,0.25,,23.6,,,,,,,,
12/04/2022,Post-fire,Wonboyn Lake,WBN4_12/4/22,89,3.1,7,0.25,,20.8,,,,,,,,
17/05/2022,Post-fire,Wonboyn Lake,WBN1_17/5/22,39,19.4,7.3,3.1,,1.6,,152,161,2.5,2.5,36,15,1
17/05/2022,Post-fire,Wonboyn Lake,WBN2_17/5/22,54,21.4,7.4,4,,1.1,,,,,,,,
17/05/2022,Post-fire,Wonboyn Lake,WBN3_17/5/22,93,22.8,8,2.2,,0.6,,,,,,,,
17/05/2022,Post-fire,Wonboyn Lake,WBN4_17/5/22,93,26.9,8.1,2,,0.4,,,,,,,,
15/06/2022,Post-fire,Wonboyn Lake,WBN1_15/6/22,93,27.3,8,10,,1.5,,205,216,2.5,5,4,2.5,1
15/06/2022,Post-fire,Wonboyn Lake,WBN2_15/6/22,100,27.8,8.1,8.1,,1.2,,,,,,,,
15/06/2022,Post-fire,Wonboyn Lake,WBN3_15/6/22,99,27.9,8.1,3.8,,0.5,,,,,,,,
15/06/2022,Post-fire,Wonboyn Lake,WBN4_15/6/22,97,29,8.1,1.6,,0.5,,,,,,,,
12/07/2022,Post-fire,Wonboyn Lake,WBN1_12/7/22,83,27.1,7.9,2,,0.6,,264,296,2.5,2.5,28,12,0.5
12/07/2022,Post-fire,Wonboyn Lake,WBN2_12/7/22,92,27.7,8,0.5,,0.3,,,,,,,,
12/07/2022,Post-fire,Wonboyn Lake,WBN3_12/7/22,100,26.2,8.1,3,,0,,,,,,,,
12/07/2022,Post-fire,Wonboyn Lake,WBN4_12/7/22,97,26.9,8.1,0.5,,0.2,,,,,,,,
18/08/2022,Post-fire,Wonboyn Lake,WBN1_18/8/22,83,26,7.9,2,,0.3,,159,203,2.5,2.5,5,7,0.5
18/08/2022,Post-fire,Wonboyn Lake,WBN2_18/8/22,95,26.3,8,3,,0.9,,,,,,,,
18/08/2022,Post-fire,Wonboyn Lake,WBN3_18/8/22,100,27.6,8.1,2,,0.2,,,,,,,,
18/08/2022,Post-fire,Wonboyn Lake,WBN4_18/8/22,97,28.6,8,1,,0,,,,,,,,
14/09/2022,Post-fire,Wonboyn Lake,WBN1_14/9/22,90,23,7.8,2,,0.4,,140,166,2.5,2.5,10,2.5,0.5
14/09/2022,Post-fire,Wonboyn Lake,WBN2_14/9/22,94,26,7.9,2,,0.8,,,,,,,,
14/09/2022,Post-fire,Wonboyn Lake,WBN3_14/9/22,97,28.7,8,1,,0.2,,,,,,,,
14/09/2022,Post-fire,Wonboyn Lake,WBN4_14/9/22,101,30.7,8,0.5,,0.2,,,,,,,,
10/10/2022,Post-fire,Wonboyn Lake,WBN1_10/10/22,95,2,7,2,,6.6,,231,254,2.5,6,83,18,3
10/10/2022,Post-fire,Wonboyn Lake,WBN2_10/10/22,94,6.1,7.5,2,,4.4,,,,,,,,
10/10/2022,Post-fire,Wonboyn Lake,WBN3_10/10/22,100,14,7.9,2,,3.5,,,,,,,,
10/10/2022,Post-fire,Wonboyn Lake,WBN4_10/10/22,101,22,8.1,1,,1.8,,,,,,,,
8/11/2022,Post-fire,Wonboyn Lake,WBN1_8/11/22,68,15,7.2,4,,1.3,,260,266,2.5,9,55,60,3
8/11/2022,Post-fire,Wonboyn Lake,WBN2_8/11/22,98,14.2,7.7,2,,1,,,,,,,,
8/11/2022,Post-fire,Wonboyn Lake,WBN3_8/11/22,98,16.5,7.9,2,,0.5,,,,,,,,
8/11/2022,Post-fire,Wonboyn Lake,WBN4_8/11/22,105,34.3,8.1,1,,0.2,,,,,,,,
7/12/2022,Post-fire,Wonboyn Lake,WBN1_7/12/22,86,26,7.6,0.5,,0.5,,158,216,2.5,2.5,68,26,1
7/12/2022,Post-fire,Wonboyn Lake,WBN2_7/12/22,93,26.6,7.7,0.5,,0.7,,,,,,,,
7/12/2022,Post-fire,Wonboyn Lake,WBN3_7/12/22,101,28.9,7.9,0.5,,0.2,,,,,,,,
7/12/2022,Post-fire,Wonboyn Lake,WBN4_7/12/22,105,35.3,8.1,0.5,,0,,,,,,,,
11/01/2023,Post-fire,Wonboyn Lake,WBN1_11/1/23,68,25,7.4,1,,0.6,,270,251,2.5,2.5,44,29,0.5
11/01/2023,Post-fire,Wonboyn Lake,WBN2_11/1/23,94,25.8,7.8,2,,1,,,,,,,,
11/01/2023,Post-fire,Wonboyn Lake,WBN3_11/1/23,58,31.5,7.8,2,,2.1,,,,,,,,
11/01/2023,Post-fire,Wonboyn Lake,WBN4_7/12/23,88,31.8,8,0.5,,1,,,,,,,,
9/02/2023,Post-fire,Wonboyn Lake,WBN1_9/2/23,71,28,7.5,9,,0.8,,256,266,2.5,2.5,17,66,0.5
9/02/2023,Post-fire,Wonboyn Lake,WBN2_9/2/23,83,28.8,7.6,2,,0.8,,,,,,,,
9/02/2023,Post-fire,Wonboyn Lake,WBN3_9/2/23,96,30.2,7.9,0.5,,0.4,,,,,,,,
9/02/2023,Post-fire,Wonboyn Lake,WBN4_9/2/23,85,30.8,7.9,0.5,,0.4,,,,,,,,
29/03/2023,Post-fire,Wonboyn Lake,WBN1_29/3/23,57,30,7.6,4,,0.4,,423,447,2.5,2.5,102,37,2
29/03/2023,Post-fire,Wonboyn Lake,WBN2_29/3/23,81,29.1,7.7,4,,0.8,,,,,,,,
29/03/2023,Post-fire,Wonboyn Lake,WBN3_29/3/23,98,30.5,7.9,2,,0.1,,,,,,,,
29/03/2023,Post-fire,Wonboyn Lake,WBN4_29/3/22,87,31,7.9,2,,0.4,,,,,,,,
