Date,Time Frame,Estuary,Zone,Dissolved oxygen (% saturation),Salinity (psu),pH,Chlorophyll-a (ug/L),"Blue green algae (BGA, ug/L)",Turbidity (NTU),fDOM (RFU),Dissolved nitrogen (ug/L),Total nitrogen (ug/L),Dissolved phosphorus (ug/L),Total phosphorus (ug/L),"Nitrogen oxides (NOx, ug/L)","Ammonia (NH3, ug/L)","Phosphate (PO4 3-, ug/L"
21/03/2019,Pre-fire,Wapengo Lake,2,106.39,33,7.98,2.25,5.21,1.68,2.39,,,,,,,
19/11/2019,Pre-fire,Wapengo Lake,1,102.8,35.78,8.06,1.42,3.09,5.86,1.41,100,140,6,19,1,2,2
19/11/2019,Pre-fire,Wapengo Lake,2,98.3,35.84,8.03,0.93,1.82,2.38,1.63,,,,,,,
16/12/2019,Pre-fire,Wapengo Lake,1,99.18,36.03,8.05,3.19,3.88,4.38,1.62,100,160,6,20,1,3,2
16/12/2019,Pre-fire,Wapengo Lake,2,0,35.39,8.18,0.21,0.34,1.71,0.39,,,,,,,
21/01/2020,During fire,Wapengo Lake,1,99.8,35.07,8.03,2.13,2.99,5.97,2.15,100,190,8,26,1,2,0.5
21/01/2020,During fire,Wapengo Lake,2,97.76,35.02,8.01,1.46,1.85,1.56,1.29,,,,,,,
18/02/2020,During fire,Wapengo Lake,1,102.99,33.53,7.96,6.03,12.18,1.87,2.75,150,260,10,27,1,4,4
18/02/2020,During fire,Wapengo Lake,2,113.7,33.07,8.07,8.44,15.42,2.38,3.23,,,,,,,
3/03/2020,During fire,Wapengo Lake,1,96.42,35.4,7.94,4.31,7.58,4.03,2.11,100,150,7,18,0.5,3,4
3/03/2020,During fire,Wapengo Lake,2,96.01,35.32,7.99,2.51,5.22,1.99,1.67,,,,,,,
18/11/2020,Post-fire,Wapengo Lake,1,99.87,34.6,8.05,1.74,3.02,1.67,2.48,107.8,218.9,11.4,17.4,0.5,5.6,2.2
18/11/2020,Post-fire,Wapengo Lake,2,92.75,34.22,8,1.17,2.28,2.12,3.28,,,,,,,
8/12/2020,Post-fire,Wapengo Lake,1,101.29,35.11,8.05,3.52,4.41,4,2.15,130.1,162.5,8.3,9,0.5,0.5,0.5
8/12/2020,Post-fire,Wapengo Lake,2,104.86,35.34,8.1,2.58,3.31,2.74,1.48,,,,,,,
14/01/2021,Post-fire,Wapengo Lake,1,99.51,34.82,8.04,2.17,3.79,4.1,1.58,170.4,182.2,10.6,18.8,0.5,0.5,0.5
14/01/2021,Post-fire,Wapengo Lake,2,99.59,34.85,8,0.73,1.69,2.32,1.29,,,,,,,
6/02/2021,Post-fire,Wapengo Lake,1,93.2,33.1,7.89,3.21,5.6,4.45,3.9,218.5,242.1,11.6,25.6,0.5,9.2,8.5
6/02/2021,Post-fire,Wapengo Lake,2,103.22,33.08,7.97,3.57,6.01,2.26,3.34,,,,,,,
3/03/2021,Post-fire,Wapengo Lake,1,107.7,35.57,8.04,5.83,7.24,5.23,2.05,137.9,218.1,2.9,20.1,0.5,0.5,0.5
3/03/2021,Post-fire,Wapengo Lake,2,118.08,35.36,8.12,0.89,1.61,1.28,0.63,,,,,,,
18/03/2021,Post-fire,Wapengo Lake,1,119.71,34.82,8.04,9.98,11.02,4.77,1.88,145.6,211.5,2.2,24.8,1,0.5,0.5
18/03/2021,Post-fire,Wapengo Lake,2,125.03,34.9,8.05,10.31,11.3,2.66,1.48,,,,,,,
24/11/2021,Post-fire,Wapengo Lake,1,102.57,34.19,8.03,2.75,3.74,4.19,1.87,80,120,4,13,1,2,3
24/11/2021,Post-fire,Wapengo Lake,2,100.72,33.65,7.99,1.53,2.19,1.89,2.47,,,,,,,
8/12/2021,Post-fire,Wapengo Lake,1,99.26,34.33,8.05,2.89,4.79,3.85,2.18,100,170,5,16,12,1,3
8/12/2021,Post-fire,Wapengo Lake,2,99.83,34.51,8.05,2.23,3.61,2.38,1.99,,,,,,,
13/01/2022,Post-fire,Wapengo Lake,1,79.42,17.9,7.75,6.87,13.22,4.65,31.64,480,560,10,23,1,71,5
13/01/2022,Post-fire,Wapengo Lake,2,82.45,17.38,7.76,7.27,14.29,3.97,32.22,,,,,,,
8/02/2022,Post-fire,Wapengo Lake,1,92.47,33.2,7.96,3.1,4.34,3.4,2.72,140,200,6,15,,7,3
8/02/2022,Post-fire,Wapengo Lake,2,95.69,32.9,7.99,1.9,2.45,2.7,3.16,,,,,,,
15/11/2022,Post-fire,Wapengo Lake,1,110.35,33.87,7.86,14.19,22.42,6.21,3.06,,,,,,,
15/11/2022,Post-fire,Wapengo Lake,2,110.09,34.08,7.86,13.62,21.86,4.6,2.89,,,,,,,
6/12/2022,Post-fire,Wapengo Lake,1,92.13,35.34,7.81,3,3.77,7.14,2.07,,,,,,,
6/12/2022,Post-fire,Wapengo Lake,2,91.43,35.26,7.83,0.99,0.84,3.34,1.24,,,,,,,
24/01/2023,Post-fire,Wapengo Lake,1,94.05,35.54,8.02,1.14,1.22,3.92,1.38,,,,,,,
24/01/2023,Post-fire,Wapengo Lake,2,100.42,35.5,8.04,0.68,0.35,1.97,1.07,,,,,,,
14/02/2023,Post-fire,Wapengo Lake,1,95.02,22.64,7.82,4.96,6.55,2.9,19.24,,,,,,,
14/02/2023,Post-fire,Wapengo Lake,2,109.27,29.28,8.09,2.6,2.98,1.89,10.72,,,,,,,
7/03/2023,Post-fire,Wapengo Lake,1,108.53,35.42,8.04,3.81,4.95,5.86,0.57,,,,,,,
7/03/2023,Post-fire,Wapengo Lake,2,102.34,35.22,7.96,4.98,6.54,3.26,1.65,,,,,,,
5/04/2023,Post-fire,Wapengo Lake,1,91.72,35.31,8.13,6.06,7.72,5.32,1.81,,,,,,,
5/04/2023,Post-fire,Wapengo Lake,2,95.19,35.52,8.22,1.43,1.17,2.06,0.33,,,,,,,
26/10/2017,Pre-fire,Wallaga Lake,3,102.4017391,27.2,8.1,7.77373913,9.729478261,1.139217391,8.985478261,,,,,,,
26/10/2017,Pre-fire,Wallaga Lake,2,102.4971631,27.15978723,8.077021277,11.35907801,14.92347518,1.380851064,9.534609929,,,,,,,
26/10/2017,Pre-fire,Wallaga Lake,1,98.712,27.2299,8.08,9.6185,11.6312,1.8303,9.2254,,,,,,,
20/11/2017,Pre-fire,Wallaga Lake,3,127.5194757,26.26988764,8.366516854,14.32048689,16.31014981,3.070486891,9.135730337,,,,,,,
20/11/2017,Pre-fire,Wallaga Lake,2,134.8184783,26.16076087,8.42,16.72054348,20.12945652,3.489673913,9.72173913,,,,,,,
20/11/2017,Pre-fire,Wallaga Lake,1,126.4607527,26.05,8.37,21.06951613,22.84172043,5.121666667,10.09204301,296.9,564.4,14.4,72.54,0,3,2
11/12/2017,Pre-fire,Wallaga Lake,3,120.5542308,23.76742308,8.279115385,15.23542308,23.13934615,2.269423077,14.00819231,,,,,,,
11/12/2017,Pre-fire,Wallaga Lake,2,125.6247423,23.39,8.304329897,16.36010309,25.61360825,2.222783505,14.32216495,,,,,,,
11/12/2017,Pre-fire,Wallaga Lake,1,111.0291339,23.07574803,8.20488189,14.82385827,20.71535433,4.11023622,15.41440945,,,,,,,
18/01/2018,Pre-fire,Wallaga Lake,3,102.2902439,32.83914634,8.09304878,1.971219512,2.448902439,0.925731707,3.345731707,,,,,,,
18/01/2018,Pre-fire,Wallaga Lake,2,91.93521127,32.37549296,8,2.703521127,3.841971831,1.614225352,4.688309859,,,,,,,
18/01/2018,Pre-fire,Wallaga Lake,1,96.09480519,33.10207792,8.022337662,3.523246753,5.032207792,2.708961039,3.324935065,,,,,,,
12/02/2018,Pre-fire,Wallaga Lake,3,102.0267516,34.06350318,8.015414013,5.638280255,9.789426752,0.97910828,3.032292994,,,,,,,
12/02/2018,Pre-fire,Wallaga Lake,2,100.1882353,34.03123529,8.069705882,6.693705882,12.12347059,1.314235294,3.243705882,,,,,,,
12/02/2018,Pre-fire,Wallaga Lake,1,99.42941176,34.16176471,8.06,10.46252101,19.95302521,6.944201681,4.057731092,,,,,,,
6/03/2018,Pre-fire,Wallaga Lake,3,105.5717949,33.80166667,8.095384615,4.053076923,6.874487179,0.797435897,3.385512821,,,,,,,
6/03/2018,Pre-fire,Wallaga Lake,2,103.020202,33.5820202,8.08,6.062626263,10.63676768,1.136969697,3.835959596,,,,,,,
6/03/2018,Pre-fire,Wallaga Lake,1,97.14509804,33.8,8.05,9.178235294,15.53039216,3.258333333,4.072843137,176.3,894.9,12.99,31.6,-0.1454,3.558,4.774
18/11/2020,Post-fire,Wallaga Lake,1,132.7937198,27.3621256,8.481111111,6.34468599,10.32043478,2.082173913,8.740096618,211.3256386,415.3580352,7.174801767,25.79705967,0.5,0.5,0.5
18/11/2020,Post-fire,Wallaga Lake,2,136.606422,27.24683486,8.438761468,5.488715596,9.347981651,1.513577982,7.94266055,,,,,,,
18/11/2020,Post-fire,Wallaga Lake,3,136.5278049,30.66468293,8.34195122,4.859902439,8.465317073,1.268243902,5.914439024,,,,,,,
9/12/2020,Post-fire,Wallaga Lake,1,94.28352273,33.21210227,8.082840909,7.265909091,9.593238636,1.829488636,4.098977273,,,,,,,
9/12/2020,Post-fire,Wallaga Lake,2,94.11118421,32.67085526,8.052171053,6.547434211,8.951513158,1.796315789,4.505921053,,,,,,,
9/12/2020,Post-fire,Wallaga Lake,3,100.0102941,33.20735294,8.056691176,5.448235294,6.852720588,1.420073529,3.710735294,,,,,,,
19/01/2021,Post-fire,Wallaga Lake,1,103.3564738,31.48206612,8.129614325,4.085068871,6.037988981,1.525922865,5.283911846,199.8684546,298.1925469,12.68965896,31.99481118,0.5,2.763,8.121
19/01/2021,Post-fire,Wallaga Lake,2,108.0166667,30.79285088,8.203245614,4.241973684,6.174473684,1.165438596,5.359210526,,,,,,,
19/01/2021,Post-fire,Wallaga Lake,3,106.9119048,31.28547619,8.21,4.592095238,6.666380952,1.059047619,5.082571429,,,,,,,
5/02/2021,Post-fire,Wallaga Lake,1,114.992638,29.76030675,8.14,13.84607362,17.12785276,2.653803681,7.157177914,,,,,,,
5/02/2021,Post-fire,Wallaga Lake,2,133.03625,30.1021875,8.1995625,16.5629375,20.394125,1.56475,6.211625,,,,,,,
5/02/2021,Post-fire,Wallaga Lake,3,114.2661017,30.62161017,8.129915254,10.16745763,12.69423729,1.418728814,5.934152542,,,,,,,
3/03/2021,Post-fire,Wallaga Lake,1,114.3572464,32.39,8.1,2.061376812,4.037173913,0.905942029,4.022753623,190.3583489,258.7307461,20.7623039,34.61173993,1.243,3.385,13
3/03/2021,Post-fire,Wallaga Lake,2,116.5016807,31.99436975,8.104117647,3.404705882,6.001008403,1.057478992,4.614369748,,,,,,,
3/03/2021,Post-fire,Wallaga Lake,3,115.3198582,32.33120567,8.12,2.384184397,4.233262411,0.870141844,4.115602837,,,,,,,
18/03/2021,Post-fire,Wallaga Lake,1,111.4116959,32.07023392,8,5.508479532,10.90853801,2.727192982,4.501695906,,,,,,,
18/03/2021,Post-fire,Wallaga Lake,2,121.1173684,32.07931579,8.076052632,5.652263158,10.15478947,0.899315789,4.042052632,,,,,,,
18/03/2021,Post-fire,Wallaga Lake,3,107.8158228,32.4256962,8.02,8.061835443,16.29094937,0.958670886,4.034240506,,,,,,,
24/11/2021,Post-fire,Wallaga Lake,1,107.9586047,22.48027907,8.368511628,1.996976744,4.263023256,1.354976744,11.00865116,250,330,6,18,1,3,1
24/11/2021,Post-fire,Wallaga Lake,2,110.1822917,22.49885417,8.3603125,2.115416667,4.965208333,0.828020833,10.03135417,,,,,,,
24/11/2021,Post-fire,Wallaga Lake,3,108.2140426,22.88804255,8.358425532,1.822638298,4.226765957,0.881234043,10.51046809,,,,,,,
15/12/2021,Post-fire,Wallaga Lake,1,144.8178082,7.96260274,8.657534247,38.10452055,70.61465753,5.53260274,33.50410959,,,,,,,
15/12/2021,Post-fire,Wallaga Lake,2,152.1782609,7.108913043,8.660434783,30.33891304,56.42717391,7.256304348,31.48108696,,,,,,,
15/12/2021,Post-fire,Wallaga Lake,3,143.9808511,9.218510638,8.596170213,27.64148936,52.41319149,5.09893617,30.38617021,,,,,,,
13/01/2022,Post-fire,Wallaga Lake,1,95.11840491,2.780981595,7.50797546,10.77674847,21.9703681,26.54220859,44.32822086,660,900,29,79,56,30,18
13/01/2022,Post-fire,Wallaga Lake,2,114.2308176,9.548679245,8.234213836,17.08018868,32.31792453,7.468742138,33.20132075,,,,,,,
13/01/2022,Post-fire,Wallaga Lake,3,108.0818792,10.07939597,8.080738255,12.05315436,22.80986577,8.341610738,34.47637584,,,,,,,
9/02/2022,Post-fire,Wallaga Lake,1,108.1227778,25.36938889,8.1,1.744722222,2.500833333,0.740277778,10.06244444,,,,,,,
9/02/2022,Post-fire,Wallaga Lake,2,106.7100629,25.09138365,8.08,1.753773585,2.442641509,0.541572327,9.727861635,,,,,,,
9/02/2022,Post-fire,Wallaga Lake,3,104.5733333,24.93625641,8.08,1.478153846,2.079384615,0.617846154,10.0734359,,,,,,,
19/01/2021,Post-fire,Wallaga Lake,,104.9,33.7,8.2,2.5,,0.5,,-,190,-,20,0.5,25,30
22/02/2021,Post-fire,Wallaga Lake,,96,33.06,8.2,2.5,,0.83,,280,390,30,40,1,4,14
22/03/2021,Post-fire,Wallaga Lake,,95.6,19.04,8.105,2.5,,7.6,,720,920,40,70,270,46,21
19/04/2021,Post-fire,Wallaga Lake,,97.7,32.95,8.255,2.5,,0.5,,140,220,10,20,5,5,5
19/01/2021,Post-fire,Wallaga Lake,,109,33,8.3,2.5,,0.5,,,450,,20,0.5,20,50
22/02/2021,Post-fire,Wallaga Lake,,102,33,8.22,2.5,,0.94,,280,380,20,40,1,2,13
22/03/2021,Post-fire,Wallaga Lake,,98.2,17.5,8.04,2.5,,5.8,,900,1000,10,40,550,51,6
19/04/2021,Post-fire,Wallaga Lake,,103.1,32.85,8.275,2.5,,0.5,,160,250,10,10,6,7,2
19/01/2021,Post-fire,Wallaga Lake,,107.6,33.55,8.3,2.5,,0.5,,,,,,,,
22/02/2021,Post-fire,Wallaga Lake,,99.4,33.09,8.2,2.5,,0.68,,,,,,,,
22/03/2021,Post-fire,Wallaga Lake,,97.9,29.58,8.145,2.5,,1.4,,,,,,,,
19/04/2021,Post-fire,Wallaga Lake,,103.2,32.87,8.275,2.5,,0.5,,,,,,,,
10/05/2021,Post-fire,Wallaga Lake,,76.6,6.51,7.175,2.5,,17.4,,1200,1400,70,120,490,51,37
10/06/2021,Post-fire,Wallaga Lake,,99.9,31.65,8.115,2.5,,0.5,,170,220,0.5,10,3,7,3
22/07/2021,Post-fire,Wallaga Lake,,97.8,32.29,8.18,2.5,,0.5,,190,250,10,10,3,7,6
16/08/2021,Post-fire,Wallaga Lake,,87.1,33.21,8.089,2.5,,0.5,,260,310,10,20,3,24,5
22/09/2021,Post-fire,Wallaga Lake,,98,29.21,8.09,2.5,,0.4,,200,200,10,10,3,19,4
27/10/2021,Post-fire,Wallaga Lake,,116.1,25.44,8.31,1,,0.53,,320,390,10,20,2,10,3
17/11/2021,Post-fire,Wallaga Lake,,112.4,21.46,8.45,1,,1.83,,420,520,20,40,41,5,8
2/12/2021,Post-fire,Wallaga Lake,,113.3,15.94,8.49,1,,1.73,,420,530,20,40,8,6,6
17/01/2022,Post-fire,Wallaga Lake,,106.6,5.61,8.09,7.91,,8.6,,556,627,24,56,34,15,18
11/10/2022,Post-fire,Wallaga Lake,,99.4,4.71,7.51,2,,17.1,,498,404,23,24,217,44,11
11/07/2022,Post-fire,Wallaga Lake,,99.5,29.19,8.07,2.4,,0.5,,225,286,9,15,1,2.5,6
13/09/2022,Post-fire,Wallaga Lake,,98.4,28.93,8.11,0.5,,0.5,,280,324,2.5,9,4,2.5,0.5
14/06/2022,Post-fire,Wallaga Lake,,92.5,29.91,7.98,4.9,,0.6,,227,243,33,47,4,16,29
15/08/2022,Post-fire,Wallaga Lake,,102.5,29,8.16,0.5,,0.1,,133,144,6,14,7,2.5,0.5
16/02/2022,Post-fire,Wallaga Lake,,104,27.17,8.07,1.3,,0.6,,258,271,8,27,2,0.5,6
16/05/2022,Post-fire,Wallaga Lake,,99.8,17.37,8.15,3.7,,0.9,,294,312,5,20,1,8,2
27/03/2023,Post-fire,Wallaga Lake,,102.8,31.11,8.18,8,,2.2,,388,389,6,31,170,2.5,0.5
4/04/2022,Post-fire,Wallaga Lake,,111.3,28.99,7.66,8.5,,1.5,,298,317,40,61,6,2.5,41
5/12/2022,Post-fire,Wallaga Lake,,106.1,27.4,8.07,1,,1,,390,430,19,14,10,11,0.5
7/11/2022,Post-fire,Wallaga Lake,,123.6,12.85,8.63,16,,2.3,,347,468,5,21,1,7,0.5
7/02/2023,Post-fire,Wallaga Lake,,101.1,31.35,7.985,3,,0.4,,271,382,5,33,52,2.5,5
9/01/2023,Post-fire,Wallaga Lake,,103.4,30.85,8.01,2,,0.8,,288,315,13,21,2,17,3
10/05/2021,Post-fire,Wallaga Lake,,87,4.19,7.49,2.5,,17.14,,1100,1300,50,100,510,58,25
10/06/2021,Post-fire,Wallaga Lake,,96.9,31.85,8.1,2.5,,0.5,,170,220,0.5,10,6,9,3
22/07/2021,Post-fire,Wallaga Lake,,95,32.39,8.17,2.5,,0.5,,200,270,0.5,10,4,10,5
16/08/2021,Post-fire,Wallaga Lake,,86.4,33.22,8.15,2.5,,0.5,,190,210,10,10,2,8,4
22/09/2021,Post-fire,Wallaga Lake,,97.4,29.07,8.13,2.5,,0.46,,170,230,0.5,10,3,18,2
27/10/2021,Post-fire,Wallaga Lake,,121.4,25.57,8.38,3.2,,10.37,,270,350,10,20,3,6,4
17/11/2021,Post-fire,Wallaga Lake,,115,21.97,8.43,1,,1.83,,360,450,20,30,44,5,6
2/12/2021,Post-fire,Wallaga Lake,,115.4,16.05,8.53,1,,1.21,,470,620,20,20,9,8,5
17/01/2022,Post-fire,Wallaga Lake,,105.9,7.42,8.12,12,,4.6,,412,502,16,38,42,13,8
11/10/2022,Post-fire,Wallaga Lake,,104.5,5.2,7.6,2,,14.8,,477,415,9,27,261,31,5
11/07/2022,Post-fire,Wallaga Lake,,100.2,29.84,8.09,2.7,,0.3,,147,241,2.5,16,1,2.5,4
13/09/2022,Post-fire,Wallaga Lake,,100.7,29.09,8.09,2,,0.3,,323,431,2.5,21,5,2.5,0.5
14/06/2022,Post-fire,Wallaga Lake,,89.9,29.74,7.99,5.3,,0.65,,195,294,6,32,1,2.5,28
15/08/2022,Post-fire,Wallaga Lake,,102.5,29.25,8.16,1,,0.1,,231,223,6,20,6,2.5,0.5
16/02/2022,Post-fire,Wallaga Lake,,101.8,26.39,8.04,1,,0.6,,,,,,,,
16/05/2022,Post-fire,Wallaga Lake,,97.2,18.735,8.12,4.5,,0.6,,217,282,2.5,20,14,2.5,2
27/03/2023,Post-fire,Wallaga Lake,,108.6,31.26,8.2,5,,1,,275,377,2.5,81,90,2.5,0.5
4/04/2022,Post-fire,Wallaga Lake,,101.8,29.07,7.45,8,,1.2,,216,308,41,56,22,2.5,34
5/12/2022,Post-fire,Wallaga Lake,,105.4,27.28,8.05,1,,0.2,,414,438,13,11,14,45,0.5
7/11/2022,Post-fire,Wallaga Lake,,123.1,11.72,8.63,17,,2.2,,441,558,6,17,1,7,0.5
7/02/2023,Post-fire,Wallaga Lake,,102.4,31.42,8.01,3,,0.3,,235,336,10,20,34,2.5,3
9/01/2023,Post-fire,Wallaga Lake,,102.7,30.65,8.01,-,,0.6,,265,291,9,25,1,2.5,0.5
10/05/2021,Post-fire,Wallaga Lake,,85.7,6.57,7.52,2.5,,15.59,,,,,,,,
10/06/2021,Post-fire,Wallaga Lake,,101.5,31.89,8.155,2.5,,0.5,,,,,,,,
22/07/2021,Post-fire,Wallaga Lake,,98.5,32.29,8.2,2.5,,0.5,,,,,,,,
16/08/2021,Post-fire,Wallaga Lake,,87.1,33.25,8.156,2.5,,0.5,,,,,,,,
22/09/2021,Post-fire,Wallaga Lake,,99.3,29.15,8.14,2.5,,0.36,,,,,,,,
27/10/2021,Post-fire,Wallaga Lake,,123.2,25.88,8.39,1,,0.89,,,,,,,,
17/11/2021,Post-fire,Wallaga Lake,,112.2,21.92,8.39,1,,1.61,,,,,,,,
2/12/2021,Post-fire,Wallaga Lake,,109.8,15.72,8.55,2,,1.44,,,,,,,,
11/10/2022,Post-fire,Wallaga Lake,,105.7,6.01,7.72,2,,11.5,,,,,,,,
11/07/2022,Post-fire,Wallaga Lake,,101.6,29.7,8.1,2.4,,0.2,,,,,,,,
13/09/2022,Post-fire,Wallaga Lake,,99.5,29.12,8.05,1,,0.3,,,,,,,,
14/06/2022,Post-fire,Wallaga Lake,,94.5,29.74,8.05,3.3,,0.3,,,,,,,,
15/08/2022,Post-fire,Wallaga Lake,,101.1,29.13,8.13,0.5,,0,,,,,,,,
16/02/2022,Post-fire,Wallaga Lake,,104.1,27.68,8.05,1,,0,,102,162,5,21,7,6,5
16/05/2022,Post-fire,Wallaga Lake,,95.8,18.63,8.09,2.6,,0.5,,,,,,,,
17/01/2022,Post-fire,Wallaga Lake,,113.9,6.71,8.33,11.2,,4,,,,,,,,
27/03/2023,Post-fire,Wallaga Lake,,102.7,31.27,8.17,8,,1,,,,,,,,
4/04/2022,Post-fire,Wallaga Lake,,100.8,29.25,7.07,5.3,,0.7,,,,,,,,
5/12/2022,Post-fire,Wallaga Lake,,105,27.74,8.03,0.5,,0.3,,,,,,,,
7/11/2022,Post-fire,Wallaga Lake,,118.1,13.86,8.56,16,,1.4,,,,,,,,
7/02/2023,Post-fire,Wallaga Lake,,103.1,31.47,8.04,3,,0.3,,,,,,,,
9/01/2023,Post-fire,Wallaga Lake,,102,30.68,8,1,,0.6,,,,,,,,
24/10/2017,Pre-fire,Wonboyn Lake,1,89.96,30.74,7.78,0.62,2.44,0.62,4.79,,,,,,,
24/10/2017,Pre-fire,Wonboyn Lake,2,93.06,31.87,7.83,0.38,3.36,0.38,4.36,,,,,,,
24/10/2017,Pre-fire,Wonboyn Lake,3,106.34,33.64,8.06,0.77,2.68,0.77,2.94,,,,,,,
21/11/2017,Pre-fire,Wonboyn Lake,1,107.12,15.47,7.76,3.92,19.66,3.92,29.9,327.9,467.6,11.54,26.9,56,13,2
21/11/2017,Pre-fire,Wonboyn Lake,2,115.92,25.91,7.99,2.02,8.79,2.02,14.84,,,,,,,
21/11/2017,Pre-fire,Wonboyn Lake,3,124.21,24.49,8.19,1.62,11.6,1.62,15,,,,,,,
13/12/2017,Pre-fire,Wonboyn Lake,1,108.53,23.16,7.7,0.66,6.68,0.66,17.22,,,,,,,
13/12/2017,Pre-fire,Wonboyn Lake,2,110.33,24.67,7.77,0.45,7.96,0.45,15.73,,,,,,,
13/12/2017,Pre-fire,Wonboyn Lake,3,113.3,28.86,7.98,0.43,4.82,0.43,8.59,,,,,,,
17/01/2018,Pre-fire,Wonboyn Lake,1,88.94,30.24,7.71,0.52,3.93,0.52,8.21,186.3,246.1,5.8,13.99,0.4811,2.378,1.242
17/01/2018,Pre-fire,Wonboyn Lake,2,92.22,30.45,7.74,0.45,2.59,0.45,7.72,,,,,,,
17/01/2018,Pre-fire,Wonboyn Lake,3,101.83,32.78,7.97,0.61,1.91,0.61,4.4,,,,,,,
15/02/2018,Pre-fire,Wonboyn Lake,1,92.06,32.71,7.92,1.48,5.97,1.48,6.45,,,,,,,
15/02/2018,Pre-fire,Wonboyn Lake,2,98.84,33.14,8,1.53,4.08,1.53,5.82,,,,,,,
15/02/2018,Pre-fire,Wonboyn Lake,3,102.91,33.62,8.07,1.48,7.47,1.48,3.94,,,,,,,
7/03/2018,Pre-fire,Wonboyn Lake,1,98.34,33.02,7.93,0.65,5.36,0.65,6.1,,,,,,,
7/03/2018,Pre-fire,Wonboyn Lake,2,96.41,33.07,7.91,0.71,3.39,0.71,5.87,,,,,,,
7/03/2018,Pre-fire,Wonboyn Lake,3,99.89,34.06,8.03,0.8,4.51,0.8,4.31,,,,,,,
7/02/2022,Post-fire,Wonboyn Lake,1,110.35,16.86,7.91,2.11,7.82,2.11,26.12,260,350,6,12,4,3,1
7/02/2022,Post-fire,Wonboyn Lake,2,110.07,20.76,7.97,1.86,6.03,1.86,20.65,,,,,,,
7/02/2022,Post-fire,Wonboyn Lake,3,104.1,23.84,7.93,1.01,3.54,1.01,15.32,190,260,2,10,1,4,1
28/01/2021,Post-fire,Wonboyn Lake,WBN1,87,24.1,7.7,2.5,,0.5,,,410,,0.5,25,78,10
28/01/2021,Post-fire,Wonboyn Lake,WBN2,100,24.2,7.9,2.5,,0.5,,,,,,,,
28/01/2021,Post-fire,Wonboyn Lake,WBN3,99,29.2,8.1,2.5,,0.5,,,240,,0.5,25,18,80
28/01/2021,Post-fire,Wonboyn Lake,WBN4,93,31.8,8,2.5,,0.5,,,,,,,,
25/02/2021,Post-fire,Wonboyn Lake,WBN1,75,26.1,7.5,2.5,,0.2,,430,480,0.5,10,31,73,3
25/02/2021,Post-fire,Wonboyn Lake,WBN2,88,24.5,7.8,2.5,,3.2,,,,,,,,
25/02/2021,Post-fire,Wonboyn Lake,WBN3,101,27.5,8.1,2.5,,0.4,,,,,,,,
25/02/2021,Post-fire,Wonboyn Lake,WBN4,97,29.9,8.1,2.5,,0.7,,,,,,,,
25/03/2021,Post-fire,Wonboyn Lake,WBN1,88,0.1,6.6,2.5,,36.8,,930,1100,10,40,410,17,4
25/03/2021,Post-fire,Wonboyn Lake,WBN2,85,0.2,6.3,2.5,,46.4,,,,,,,,
25/03/2021,Post-fire,Wonboyn Lake,WBN3,82,0.3,6,2.5,,71.5,,,,,,,,
25/03/2021,Post-fire,Wonboyn Lake,WBN4,79,0.3,6,2.5,,67.8,,,,,,,,
21/04/2021,Post-fire,Wonboyn Lake,WBN1,72,22.2,7.6,2.5,,0.5,,410,480,10,10,78,120,2
21/04/2021,Post-fire,Wonboyn Lake,WBN2,82,19.8,7.7,2.5,,0.5,,,,,,,,
21/04/2021,Post-fire,Wonboyn Lake,WBN3,101,24.8,8.1,2.5,,0.5,,,,,,,,
21/04/2021,Post-fire,Wonboyn Lake,WBN4,106,26.5,8.2,2.5,,0.5,,,,,,,,
13/05/2021,Post-fire,Wonboyn Lake,WBN1,92,0.1,6.4,2.5,,45,,690,810,20,60,230,12,4
13/05/2021,Post-fire,Wonboyn Lake,WBN2,87,0.2,6,2.5,,48.9,,,,,,,,
13/05/2021,Post-fire,Wonboyn Lake,WBN3,92,0.4,6.1,2.5,,69.4,,,,,,,,
13/05/2021,Post-fire,Wonboyn Lake,WBN4,91,0.3,6.6,2.5,,53.4,,,,,,,,
13/05/2021,Post-fire,Wonboyn Lake,WBN-BRIDGE,,,,2.5,,,,710,830,20,60,230,14,4
7/06/2021,Post-fire,Wonboyn Lake,WBN 1,84,23.7,7.5,2.5,,0.5,,330,390,0.5,10,130,30,2
7/06/2021,Post-fire,Wonboyn Lake,WBN 2,92,24.1,7.6,12,,0.6,,,,,,,,
7/06/2021,Post-fire,Wonboyn Lake,WBN 3,101,25.5,7.9,2.5,,0.5,,,,,,,,
7/06/2021,Post-fire,Wonboyn Lake,WBN 4,98,23.4,7.9,2.5,,0.5,,,,,,,,
19/07/2021,Post-fire,Wonboyn Lake,WBN1,81,22.7,7.5,2.5,,0.5,,170,190,0.5,10,55,23,2
19/07/2021,Post-fire,Wonboyn Lake,WBN2,82,24.7,7.7,2.5,,0,,,,,,,,
19/07/2021,Post-fire,Wonboyn Lake,WBN3,80,26.6,8,2.5,,0,,,,,,,,
19/07/2021,Post-fire,Wonboyn Lake,WBN4,98,27,8,2.5,,0,,,,,,,,
18/08/2021,Post-fire,Wonboyn Lake,WBN 1,83,27.6,8,2.5,,0.2,,200,240,0.5,10,6,7,3
18/08/2021,Post-fire,Wonboyn Lake,WBN 2,74,27.5,7.9,2.5,,1.7,,,,,,,,
